category,rating,label,review_text,cleaned_review
Home_and_Kitchen_5,5.0,0,"So far, so good! And no weird smell, unlike so many plastic liners.",far good weird smell unlike many plastic liners
Home_and_Kitchen_5,5.0,0,Fantastic design. No debris falls out with the ends designed as they are.,fantastic design debris falls ends designed
Home_and_Kitchen_5,5.0,0,Nice size.  Fits perfectly.  Love the added organization  they provide.,nice size fits perfectly love added organization provide
Home_and_Kitchen_5,5.0,0,I use this pot for most everything!  This is my second purchase.,use pot everything second purchase
Home_and_Kitchen_5,5.0,0,Very pleased with the product. Arrived in a timely manner. Exactly as shown.,pleased product arrived timely manner exactly shown
Home_and_Kitchen_5,5.0,0,Great for the mudrooma and as a towel rack and other wonderful projects.,great mudrooma towel rack wonderful projects
Home_and_Kitchen_5,5.0,0,SOOOOOOO cute. I love them. Adorable. Well made and totally worth the price!!,sooooooo cute love adorable well made totally worth price
Home_and_Kitchen_5,5.0,0,I got these as a gift for my son.,got gift son
Home_and_Kitchen_5,5.0,0,"Hygienic and great looks, what else do you want from a toilet brush?",hygienic great looks else want toilet brush
Home_and_Kitchen_5,5.0,0,I have this on my bar for rimming salt for margaritas. Looks sleek.,bar rimming salt margaritas looks sleek
Home_and_Kitchen_5,3.0,0,Returned because I thought I was ordering the bed and not the trundle,returned thought ordering bed trundle
Home_and_Kitchen_5,5.0,0,"This clock is large, easy to read, inexpensive, and gets the job done.",clock large easy read inexpensive gets job done
Home_and_Kitchen_5,5.0,0,great tool ....my knives are a sharp as when I purchased them new,great tool knives sharp purchased new
Home_and_Kitchen_5,5.0,0,Super cute & great price! Have it in the blue and white too!,super cute great price blue white
Home_and_Kitchen_5,4.0,0,"Bought as a gift for my daughter, seems to be a great buy.",bought gift daughter seems great buy
Home_and_Kitchen_5,5.0,1,Very good buy for the price. The only problem is that it's kind of hard to put the,good buy price problem kind hard put
Home_and_Kitchen_5,1.0,1,Doesn't fit queen bed. The material is too thick and thin for a queen bed.,doesnt fit queen bed material thick thin queen bed
Home_and_Kitchen_5,5.0,1,GREAT PRODUCT... HAVE HAD CORELLE FOR YEARS!!WONDERFUL PRODUCT!,great product corelle yearswonderful product
Home_and_Kitchen_5,5.0,1,"Keep cold drinks cold, hot drinks hot, cold drinks hot.

The only reason I gave",keep cold drinks cold hot drinks hot cold drinks hot reason gave
Home_and_Kitchen_5,5.0,1,It was as exactly decribed as it was shown on the picture.  The actual dimensions are just,exactly decribed shown picture actual dimensions
Home_and_Kitchen_5,5.0,1,"Not only does this ottoman look nice, it's comfortable and looks nice on my countertop",ottoman look nice comfortable looks nice countertop
Home_and_Kitchen_5,4.0,1,"The glass is wonderful, the colors are vibrant and the design is a nice touch.",glass wonderful colors vibrant design nice touch
Home_and_Kitchen_5,5.0,1,I bought this as a gift for my daughter and she loved it.  It's been a great,bought gift daughter loved great
Home_and_Kitchen_5,5.0,1,Great Product & Service. I use it everyday.Very comfortable.  I love it!Very pretty,great product service use everydayvery comfortable love itvery pretty
Home_and_Kitchen_5,1.0,1,"These curtains weren't as wide as I expected.  I was expecting a tighter curtain, but the",curtains werent wide expected expecting tighter curtain
Home_and_Kitchen_5,5.0,1,"Easy to use. Pie edges are a little thin, but I will keep that in mind when making",easy use pie edges little thin keep mind making
Home_and_Kitchen_5,5.0,1,"Totally works for me, I use it everyday. It is very easy to clean, I have",totally works use everyday easy clean
Home_and_Kitchen_5,4.0,1,"The colors are good and look good, the materials are good, and the quality is good.",colors good look good materials good quality good
Home_and_Kitchen_5,5.0,1,It's so amazing how it looks on the wall.  I will keep it for a long time,amazing looks wall keep long time
Home_and_Kitchen_5,5.0,1,"These knives aren't only nice, they're also very sharp.

The blade is sharp and",knives arent nice theyre also sharp blade sharp
Home_and_Kitchen_5,5.0,1,I love this set! It looks great and the colors are vibrant.  I have a large collection,love set looks great colors vibrant large collection
Home_and_Kitchen_5,4.0,1,"Great cupcake holder. Looked nice and sturdy, but the instructions are a little misleading.",great cupcake holder looked nice sturdy instructions little misleading
Home_and_Kitchen_5,5.0,1,My wife has been making cookies for the last two years and she's happy with the way she's,wife making cookies last two years shes happy way shes
Home_and_Kitchen_5,3.0,1,The pillow is excessively firm.  I have an older version of this pillow that is a little larger,pillow excessively firm older version pillow little larger
Home_and_Kitchen_5,5.0,1,I grow my own spices and herbs and they are just what I needed for my kitchen.,grow spices herbs needed kitchen
Home_and_Kitchen_5,5.0,1,High Quality. Works well. Solid material. The only problem is that it's not really a vacuum,high quality works well solid material problem really vacuum
Home_and_Kitchen_5,5.0,1,Handled heavy pans without tipping.  The only problem is that it's kind of hard to put,handled heavy pans without tipping problem kind hard put
Home_and_Kitchen_5,3.0,1,"Look nice but is too small for my liking.Very good quality.Nice, sturdy, and functional",look nice small likingvery good qualitynice sturdy functional
Home_and_Kitchen_5,5.0,1,Just Stunning! Clean and Modern. We have had this for a few months now and have been,stunning clean modern months
Home_and_Kitchen_5,5.0,1,really l;ike this item.  We have had it for a few months now and it's,really like item months
Home_and_Kitchen_5,5.0,1,Perfect for my white desk. I love the look and feel of this chair.,perfect white desk love look feel chair
Home_and_Kitchen_5,5.0,1,Gorgeous industrial feel. Easy to use. The only problem is that it's not really a,gorgeous industrial feel easy use problem really
Home_and_Kitchen_5,4.0,1,Exactly as described. Purchased as a gift and the recipient loved it.,exactly described purchased gift recipient loved
Home_and_Kitchen_5,5.0,1,These are a nice size and a nice quality.  I will keep them for the next couple of,nice size nice quality keep next couple
Home_and_Kitchen_5,4.0,1,Knives look well in the kitchen. The only problem is that it's not really a strong one,knives look well kitchen problem really strong one
Home_and_Kitchen_5,5.0,1,Very pretty and the size is perfect.  It is thick enough to hold a small person and is,pretty size perfect thick enough hold small person
Home_and_Kitchen_5,5.0,1,Used this on my mattress and it kept the sheets comfortable.  I also have a mattress that is,used mattress kept sheets comfortable also mattress
Home_and_Kitchen_5,4.0,1,COMFORTABLE BUT MADE FOR A LOT OF USE!!  I've had mine for a couple,comfortable made lot use ive mine couple
Home_and_Kitchen_5,5.0,1,"So far, this thing has been a great addition to my kitchen.  I have a large kitchen",far thing great addition kitchen large kitchen
Home_and_Kitchen_5,3.0,1,Fit well.  Not as thick as the ones we have but it's still a very nice one,fit well thick ones still nice one
Home_and_Kitchen_5,5.0,1,"These icetrays really are easy-release, and have the design to make them work.
",icetrays really easyrelease design make work
Home_and_Kitchen_5,1.0,1,"The scale is not accurate, it is just a bit too large.

The scale has a",scale accurate bit large scale
Home_and_Kitchen_5,5.0,1,I use this for doing some laundry and it's a good size.  It's been a couple,use laundry good size couple
Home_and_Kitchen_5,3.0,1,"These sheets are very thin, and have a wide opening. I will be purchasing a different size for",sheets thin wide opening purchasing different size
Home_and_Kitchen_5,5.0,1,"These are exactly what I needed. The only problem is that they are small, and the one I",exactly needed problem small one
Home_and_Kitchen_5,2.0,1,Loved it. Stopped working within a week and the only thing I did was turn it off,loved stopped working within week thing turn
Home_and_Kitchen_5,5.0,1,"Love it, and so will my wife and I. Very good quality.",love wife good quality
Home_and_Kitchen_5,5.0,1,"Make sure you follow,the directions are very easy to follow. I will keep my review for the",make sure followthe directions easy follow keep review
Home_and_Kitchen_5,5.0,1,"The cushion works well for what it is intended to do.

The only reason I gave it",cushion works well intended reason gave
Home_and_Kitchen_5,4.0,0,doesn't last very long. you can only burn so long before it won't float.,doesnt last long burn long wont float
Home_and_Kitchen_5,5.0,0,I use to make beer can chicken on the smoker.  Cleans up easily.,use make beer chicken smoker cleans easily
Home_and_Kitchen_5,5.0,0,"Soft, soft, soft.  We love them.  We would order again without hesitation.",soft soft soft love would order without hesitation
Home_and_Kitchen_5,5.0,0,Perfect small scale! Easy to use and compact size makes it convenient for travel.,perfect small scale easy use compact size makes convenient travel
Home_and_Kitchen_5,5.0,0,I love this pitcher! Perfect for tea and it doesn't drip all over everything!,love pitcher perfect tea doesnt drip everything
Home_and_Kitchen_5,5.0,0,every bit as good as the name brand; do not hesitate to get these!,every bit good name brand hesitate get
Home_and_Kitchen_5,5.0,0,Perfect size for my kitchen.  Easy to assemble. Very happy with this cart!,perfect size kitchen easy assemble happy cart
Home_and_Kitchen_5,3.0,0,Didn't really help make a difference.  Must be time for a new robot,didnt really help make difference must time new robot
Home_and_Kitchen_5,5.0,0,These hooks are gorgeous! They really add an elegant touch to my shower curtain.,hooks gorgeous really add elegant touch shower curtain
Home_and_Kitchen_5,5.0,0,"Love the color. Love that it is lightweight.
The bowls are much larger than expected.",love color love lightweight bowls much larger expected
Home_and_Kitchen_5,5.0,0,"This item's bulky for a small apartment counter top, but works like a charm!",items bulky small apartment counter top works like charm
Home_and_Kitchen_5,5.0,0,"Love, love, love this coffee maker. It is the perfect size for my RV.",love love love coffee maker perfect size rv
Home_and_Kitchen_5,4.0,0,Works well even when only partially submerged. Makes frothing easy for beginners like me.,works well even partially submerged makes frothing easy beginners like
Home_and_Kitchen_5,4.0,0,Went together OK and looks good in the corner. The color is very dark,went together ok looks good corner color dark
Home_and_Kitchen_5,5.0,0,You rarely have to use the AC if you live somewhere with no humidity.,rarely use ac live somewhere humidity
Home_and_Kitchen_5,5.0,0,"GIFT FOR HUSBAND, HAS SHARPENED EVERY KNIFE IN THE HOUSE. WORKS WELL, NO PROBLEMS",gift husband sharpened every knife house works well problems
Home_and_Kitchen_5,5.0,0,"These are nice towels. Absorbs well.
Getting ready to see if they come in gray",nice towels absorbs well getting ready see come gray
Home_and_Kitchen_5,4.0,0,Nice product have not had much experience with this thing the roller is awesome..,nice product much experience thing roller awesome
Home_and_Kitchen_5,4.0,0,Plastic a little flimsy but it does hold many photos and keeps them safe,plastic little flimsy hold many photos keeps safe
Home_and_Kitchen_5,5.0,0,This knife sharpener works really well I also sharpen my sewing scissors with it,knife sharpener works really well also sharpen sewing scissors
Home_and_Kitchen_5,5.0,0,This product is sturdy and has a nice design.  Will last and last.,product sturdy nice design last last
Home_and_Kitchen_5,4.0,0,Decent for the price. I am using it behind my love seat...so it works.,decent price using behind love seatso works
Home_and_Kitchen_5,4.0,0,"Definitely not water proof but worth the price, keeps the dust and dirt away.",definitely water proof worth price keeps dust dirt away
Home_and_Kitchen_5,3.0,0,Very nice but you have to be careful in handling. The edges crack easily.,nice careful handling edges crack easily
Home_and_Kitchen_5,5.0,0,Had a mismatched header vs bed frame.  This worked great! Have recommended since!,mismatched header vs bed frame worked great recommended since
Home_and_Kitchen_5,5.0,0,It was a gift for my daughter and she said it really works well.,gift daughter said really works well
Home_and_Kitchen_5,3.0,0,"kind of cheap, really thin metal, does the trick.
Exactly what youd expect for $1.99.",kind cheap really thin metal trick exactly youd expect
Home_and_Kitchen_5,5.0,0,"Love this product, wish it had built in razor for cutting, otherwise I'm happy",love product wish built razor cutting otherwise im happy
Home_and_Kitchen_5,5.0,0,cute - my granddaughter is 3 & has it in her play kitchen set,cute granddaughter play kitchen set
Home_and_Kitchen_5,5.0,0,A gift for my granddaughter after she saw mine and we both love them.,gift granddaughter saw mine love
Home_and_Kitchen_5,5.0,0,This worked great for my skin and my hair! Definitely recommend it to others!,worked great skin hair definitely recommend others
Home_and_Kitchen_5,5.0,0,"Simply put, they are fantastic.  Very happy with my purchase!  Thank you!",simply put fantastic happy purchase thank
Home_and_Kitchen_5,5.0,0,"Easy to cut, let the right amount of light in and keeps peepers out.",easy cut let right amount light keeps peepers
Home_and_Kitchen_5,5.0,0,My wife and I put this together rather quickly and it looks really good!,wife put together rather quickly looks really good
Home_and_Kitchen_5,5.0,0,Good price and they look lovely on my windows.  I've gotten many compliments.,good price look lovely windows ive gotten many compliments
Home_and_Kitchen_5,5.0,0,These are great. The mounts hold the bottle well and they come out easy.,great mounts hold bottle well come easy
Home_and_Kitchen_5,5.0,0,all the carts I got where well worth the money I paidi for them,carts got well worth money paidi
Home_and_Kitchen_5,5.0,0,Enhances the mood while purifying the air. Doubles as a beautiful night light too!,enhances mood purifying air doubles beautiful night light
Home_and_Kitchen_5,1.0,0,DON'T BEND THEM OR THEY WILL SPLIT.  THEY NEED TO BE MORE RESILIENT.,dont bend split need resilient
Home_and_Kitchen_5,5.0,0,Doesn't get any better than this.  Outstanding quality.  Just the right size.,doesnt get better outstanding quality right size
Home_and_Kitchen_5,5.0,0,these frames were awesome for the price. love the mat that is included.,frames awesome price love mat included
Home_and_Kitchen_5,5.0,0,Excellent!! My husband also uses it to find tiny bolts dropped on the carpet...,excellent husband also uses find tiny bolts dropped carpet
Home_and_Kitchen_5,5.0,0,"Excellent mug, great detail, just as pictured and just as described, works as expected",excellent mug great detail pictured described works expected
Home_and_Kitchen_5,4.0,0,This seems to work pretty well - though it could be a bit bigger.,seems work pretty well though could bit bigger
Home_and_Kitchen_5,5.0,1,cleaned my knives real fast and it was a breeze. I will keep my knives in the drawer,cleaned knives real fast breeze keep knives drawer
Home_and_Kitchen_5,5.0,1,Beautiful little set!  Nice colors.  Love the colors!  Love that they are bright,beautiful little set nice colors love colors love bright
Home_and_Kitchen_5,5.0,1,This simple tool is awesome. I love the feel of the handle.,simple tool awesome love feel handle
Home_and_Kitchen_5,4.0,1,Nice little cooking pot.  We have had it for a few months now and have used it every,nice little cooking pot months used every
Home_and_Kitchen_5,2.0,1,Worked for awhile. Lasted only a couple weeks. Wife loved it.,worked awhile lasted couple weeks wife loved
Home_and_Kitchen_5,5.0,1,This is my 3rd steam kettle.  It has a good handle and is very quiet. ,rd steam kettle good handle quiet
Home_and_Kitchen_5,5.0,1,I love this stand mixer.  The quality is just what I wanted and the mixer is just what,love stand mixer quality wanted mixer
Home_and_Kitchen_5,5.0,1,Great little gadget! Bought one for my daughter and she loves it. She also loves the way the,great little gadget bought one daughter loves also loves way
Home_and_Kitchen_5,5.0,1,These sheets are so soft!  They are lightweight and comfortable.  I love that I can put,sheets soft lightweight comfortable love put
Home_and_Kitchen_5,5.0,1,I love these containers. Easy to store and the long handle makes it easy to move around. ,love containers easy store long handle makes easy move around
Home_and_Kitchen_5,5.0,1,Ive ordered this multiple times and it is the best. I will keep my review for sure.,ive ordered multiple times best keep review sure
Home_and_Kitchen_5,5.0,1,Love it. Cleans  easily. Love it. Love it.,love cleans easily love love
Home_and_Kitchen_5,5.0,1,"Wife loves it, especially with the size and the long handle.

The only reason I",wife loves especially size long handle reason
Home_and_Kitchen_5,4.0,1,one panel had small chip marks on the bottom and a small scratch on the inside.,one panel small chip marks bottom small scratch inside
Home_and_Kitchen_5,5.0,1,"I don't know what all the fuss is about, but I will say that it's a pretty",dont know fuss say pretty
Home_and_Kitchen_5,5.0,1,"A little pricey in the beginning, but after a few months it's still a must have for anyone",little pricey beginning months still must anyone
"Amazon Devices,mazon.co.uk",5.0,0.0,"I initially had trouble deciding between the paperwhite and the voyage because reviews more or less said the same thing: the paperwhite is great, but if you have spending money, go for the voyage.Fortunately, I had friends who owned each, so I ended up buying the paperwhite on this basis: both models now have 300 ppi, so the 80 dollar jump turns out pricey the voyage's page press isn't always sensitive, and if you are fine with a specific setting, you don't need auto light adjustment).It's been a week and I am loving my paperwhite, no regrets! The touch screen is receptive and easy to use, and I keep the light at a specific setting regardless of the time of day. (In any case, it's not hard to change the setting either, as you'll only be changing the light level at a certain time of day, not every now and then while reading).Also glad that I went for the international shipping option with Amazon. Extra expense, but delivery was on time, with tracking, and I didnt need to worry about customs, which I may have if I used a third party shipping service.",initially trouble deciding paperwhite voyage reviews less said thing paperwhite great spending money go voyagefortunately friends owned ended buying paperwhite basis models ppi dollar jump turns pricey voyages page press isnt always sensitive fine specific setting dont need auto light adjustmentits week loving paperwhite regrets touch screen receptive easy use keep light specific setting regardless time day case hard change setting either youll changing light level certain time day every readingalso glad went international shipping option amazon extra expense delivery time tracking didnt need worry customs may used third party shipping service
"Amazon Devices,mazon.co.uk",5.0,0.0,"Allow me to preface this with a little history. I am (was) a casual reader who owned a Nook Simple Touch from 2011. I've read the Harry Potter series, Girl with the Dragon Tattoo series, 1984, Brave New World, and a few other key titles. Fair to say my Nook did not get as much use as many others may have gotten from theirs.Fast forward to today. I have had a full week with my new Kindle Paperwhite and I have to admit, I'm in love. Not just with the Kindle, but with reading all over again! Now let me relate this review, love, and reading all back to the Kindle. The investment of 139.00 is in the experience you will receive when you buy a Kindle. You are not simply paying for a screen there is an entire experience included in buying from Amazon.I have been reading The Hunger Games trilogy and shall be moving onto the Divergent series soon after. Here is the thing with the Nook that hindered me for the past 4 years: I was never inspired to pick it up, get it into my hands, and just dive in. There was never that feeling of oh man, reading on this thing is so awesome. However, with my Paperwhite, I now have that feeling! That desire is back and I simply adore my Kindle. If you are considering purchasing one, stop thinking about it simply go for it. After a full week, 3 downloaded books, and a ton of reading, I still have half of my battery left as well.Make yourself happy. Inspire the reader inside of you.",allow preface little history casual reader owned nook simple touch ive read harry potter series girl dragon tattoo series brave new world key titles fair say nook get much use many others may gotten theirsfast forward today full week new kindle paperwhite admit im love kindle reading let relate review love reading back kindle investment experience receive buy kindle simply paying screen entire experience included buying amazoni reading hunger games trilogy shall moving onto divergent series soon thing nook hindered past years never inspired pick get hands dive never feeling oh man reading thing awesome however paperwhite feeling desire back simply adore kindle considering purchasing one stop thinking simply go full week downloaded books ton reading still half battery left wellmake happy inspire reader inside
"Amazon Devices,mazon.co.uk",4.0,0.0,I am enjoying it so far. Great for reading. Had the original Fire since 2012. The Fire used to make my eyes hurt if I read too long. Haven't experienced that with the Paperwhite yet.,enjoying far great reading original fire since fire used make eyes hurt read long havent experienced paperwhite yet
"Amazon Devices,mazon.co.uk",5.0,0.0,"I bought one of the first Paperwhites and have been very pleased with it its been a constant companion and I suppose Ive read, on average, a book every three days for the past however many years on it. I wouldnt give it up youd have to pry it from my cold dead fingers.For sundry logistical reasons, Ive also made good use of Amazons Kindle app on my iPhone. No Paperwhite screen, naturally, and all the cool usability that delivers, but it works well and has its own attractions as a companion to the Kindle.Of course, there are aspects of the Paperwhite which I would like to critique. Ah you knew that was coming somewhere, didnt you.As a member of BookBub, I get a daily list of alerts and book deals in my chosen genres. I take on many of them, however, Ive found that, even with the best will in the world, I cant keep up. Some days it seems that for every book I read, Ive bought two. Theres just so much good stuff out there! The accumulative effect of this is that the number of books actually on my Paperwhite has been creeping ever upward for some time. Its now at about 400.With this in mind, Ive noticed that while page-turning has remained exactly the same, just about every other action on the Kindle has become positively glacial. Not just very slow, but so slow you think its malfunctioning. The general consensus appears to be that its to be expected once one has that many books downloaded onto a Kindle, it will begin to behave in a flakey manner. This drives me mad. Amazon states it can hold thousands of books. I believe them. But I figure I would need a second Paperwhite to read while Im waiting for actions to complete on the first one.Read more",bought one first paperwhites pleased constant companion suppose ive read average book every three days past however many years wouldnt give youd pry cold dead fingersfor sundry logistical reasons ive also made good use amazons kindle app iphone paperwhite screen naturally cool usability delivers works well attractions companion kindleof course aspects paperwhite would like critique ah knew coming somewhere didnt youas member bookbub get daily list alerts book deals chosen genres take many however ive found even best world cant keep days seems every book read ive bought two theres much good stuff accumulative effect number books actually paperwhite creeping ever upward time mind ive noticed pageturning remained exactly every action kindle become positively glacial slow slow think malfunctioning general consensus appears expected one many books downloaded onto kindle begin behave flakey manner drives mad amazon states hold thousands books believe figure would need second paperwhite read im waiting actions complete first oneread
"Amazon Devices,mazon.co.uk",5.0,0.0,"I have to say upfront - I don't like coroporate, hermetically closed stuff like anything by Apple or in this case, Amazon. I like having devices on which I can put anything I want and use it. But...I was a fairly happy user of a Nook Touch for several years, but couldn't use all its functionalities since I live in Serbia. Then I lost the Nook and since no other devices can actually be fully used in Serbia (buying books with them, using their online capabilities) except the Kindle, and since no one except Amazon ships to Serbia, and since I've actually been a happy Amazon customer since 2005 over friends' accounts and since 2007 through my own, and since the Kindle definitely has the best technology - why not buy itSo I did. What I read in many reviews about the screen/light of the Paperwhite and similar devices was no problem with mine. The light disperses just fine, except a few black blotches (maybe you can see it in the picture) at the bottom of the screen, which are actually shadows of the black plastic casing and thus can't really be avoided. As you can see in the picture without the light - there are no blotches with light out.The Paperwhite's screen is just marvelous at 300 ppi, the touchscreen works just fine, the store works here in Serbia, and in these two days I've been using it, I'm a happy guy.I had to get the hang on how to make sideloaded books behave at least almost like Amazon books, but that's fine. That's the one thing I'd like to see Amazon do in some future upgrades: make the Kindle treat sideloaded books just like the ones bought from them directly, with sharing funcion (quotes and Goodreads) enabled and so on.The size is perfect, it sits very well in the hand, the light doesn't hurt the eyes in the dark (like the light on a tab does)... the packaging was fine, no problems there and what remains to be seen now is the battery life.So far, I can only recommend it.",say upfront dont like coroporate hermetically closed stuff like anything apple case amazon like devices put anything want use buti fairly happy user nook touch several years couldnt use functionalities since live serbia lost nook since devices actually fully used serbia buying books using online capabilities except kindle since one except amazon ships serbia since ive actually happy amazon customer since friends accounts since since kindle definitely best technology buy itso read many reviews screenlight paperwhite similar devices problem mine light disperses fine except black blotches maybe see picture bottom screen actually shadows black plastic casing thus cant really avoided see picture without light blotches light outthe paperwhites screen marvelous ppi touchscreen works fine store works serbia two days ive using im happy guyi get hang make sideloaded books behave least almost like amazon books thats fine thats one thing id like see amazon future upgrades make kindle treat sideloaded books like ones bought directly sharing funcion quotes goodreads enabled onthe size perfect sits well hand light doesnt hurt eyes dark like light tab packaging fine problems remains seen battery lifeso far recommend
"Amazon Devices,mazon.co.uk",4.0,0.0,"Had older model, that you could text to speech, this one hasn't. Liked the smaller size, but having to buy a different cover! Still getting used to shelf quite different from my 4 year old model.Paper white is nice reading.",older model could text speech one hasnt liked smaller size buy different cover still getting used shelf quite different year old modelpaper white nice reading
